Ticker,Name,Category,YTD,4W,1Y,3Y,5Y,10Y,Yield,Rating,Neg. Yr
OIGAX,Invesco Oppenheimer International Growth Fund;A,Foreign Large Growth,7.31,-inf,9.53,19.99,11.55,9.49,-inf,3,False
OIGCX,Invesco Oppenheimer International Growth Fund;C,Foreign Large Growth,6.55,-inf,8.7,19.09,10.71,8.67,-inf,2,False
OIGNX,Invesco Oppenheimer International Growth Fund;R,Foreign Large Growth,7.03,-inf,9.24,19.68,11.27,9.21,-inf,3,False
OIGYX,Invesco Oppenheimer International Growth Fund;Y,Foreign Large Growth,7.55,-inf,9.8,20.28,11.83,9.79,-inf,3,False
OSCIX,Invesco International Small-Mid Company Fund;R6,,-inf,-inf,13.15,21.16,17.05,N/A,-inf,-1,False
ABRCX,Invesco Balanced-Risk Allocation Fund;C,World Allocation,6.04,-inf,8.61,9.97,5.99,4.98,-inf,3,False
ABRRX,Invesco Balanced-Risk Allocation Fund;R,World Allocation,6.47,-inf,9.14,10.5,6.53,5.51,-inf,3,False
BRCAX,Invesco Balanced-Risk Commodity Strategy Fund;A,,-inf,-inf,18.37,9.06,3.93,-1.86,-inf,-1,False
BRCCX,Invesco Balanced-Risk Commodity Strategy Fund;C,,-inf,-inf,17.49,8.27,3.15,-2.59,-inf,-1,False
BRCRX,Invesco Balanced-Risk Commodity Strategy Fund;R,,-inf,-inf,18.27,8.85,3.72,-2.09,-inf,-1,False
BRCNX,Invesco Balanced-Risk Commodity Strategy Fund;R5,,-inf,-inf,18.65,9.35,4.22,-1.56,-inf,-1,False
BRCYX,Invesco Balanced-Risk Commodity Strategy Fund;Y,,-inf,-inf,18.93,9.34,4.2,-1.61,-inf,-1,False
OPIGX,Invesco Core Bond Fund;A,,-inf,-inf,-1.32,5.65,4.05,3.94,-inf,-1,False
OPBCX,Invesco Core Bond Fund;C,,-inf,-inf,-2.08,4.86,3.25,3.14,-inf,-1,False
OPBNX,Invesco Core Bond Fund;R,,-inf,-inf,-1.6,5.39,3.77,3.66,-inf,-1,False
OPBYX,Invesco Core Bond Fund;Y,,-inf,-inf,-1.05,5.99,4.4,4.2,-inf,-1,False
ODMAX,Invesco Developing Markets Fund;A,,-inf,-inf,-6.48,10.69,9.71,6.09,-inf,-1,False
ODVCX,Invesco Developing Markets Fund;C,,-inf,-inf,-7.17,9.87,8.89,5.3,-inf,-1,False
ODVNX,Invesco Developing Markets Fund;R,,-inf,-inf,-6.72,10.41,9.43,5.8,-inf,-1,False
ODVIX,Invesco Developing Markets Fund;R6,,-inf,-inf,-6.14,11.13,10.15,N/A,-inf,-1,True
ODVYX,Invesco Developing Markets Fund;Y,,-inf,-inf,-6.26,10.97,9.98,6.37,-inf,-1,False
OEGCX,Invesco Discovery Mid Cap Growth Fund;C,Mid-Cap Growth,16.53,-inf,13.68,32.19,20.66,16.12,-inf,3,False
OEGNX,Invesco Discovery Mid Cap Growth Fund;R,Mid-Cap Growth,17.06,-inf,14.19,32.81,21.24,16.69,-inf,3,False
GTDDX,Invesco Emerging Markets All Cap Fund;A,,-inf,-inf,-4.96,12.78,8.58,4.98,-inf,-1,False
GTDCX,Invesco Emerging Markets All Cap Fund;C,,-inf,-inf,-5.68,11.94,7.76,4.2,-inf,-1,False
GTDIX,Invesco Emerging Markets All Cap Fund;R5,,-inf,-inf,-4.69,13.13,8.94,5.36,-inf,-1,False
GTDYX,Invesco Emerging Markets All Cap Fund;Y,,-inf,-inf,-4.72,13.06,8.85,5.24,-inf,-1,False
OEMAX,Invesco Emerging Markets Local Debt Fund;A,,-inf,-inf,-11.03,1.86,2.33,0.99,-inf,-1,False
OEMCX,Invesco Emerging Markets Local Debt Fund;C,,-inf,-inf,-11.88,1.01,1.48,0.19,-inf,-1,False
OEMNX,Invesco Emerging Markets Local Debt Fund;R,,-inf,-inf,-11.3,1.57,1.99,0.7,-inf,-1,False
OEMYX,Invesco Emerging Markets Local Debt Fund;Y,,-inf,-inf,-10.8,2.13,2.58,1.27,-inf,-1,False
IEMAX,Invesco Emerging Markets Select Equity Fund;A,,-inf,-inf,-24.89,9.42,8.25,3.08,-inf,-1,False
IEMCX,Invesco Emerging Markets Select Equity Fund;C,,-inf,-inf,-25.44,8.58,7.42,2.3,-inf,-1,False
IEMRX,Invesco Emerging Markets Select Equity Fund;R,,-inf,-inf,-25.09,9.13,7.98,2.8,-inf,-1,False
IEMIX,Invesco Emerging Markets Select Equity Fund;R5,,-inf,-inf,-24.74,9.65,8.5,3.32,-inf,-1,False
IEMYX,Invesco Emerging Markets Select Equity Fund;Y,,-inf,-inf,-24.74,9.65,8.5,3.33,-inf,-1,False
QVOPX,Invesco Fundamental Alternatives Fund;A,Multistrategy,1.49,-inf,2.22,3.46,1.79,2.94,-inf,3,False
QOPCX,Invesco Fundamental Alternatives Fund;C,Multistrategy,0.76,-inf,1.45,2.67,1.0,2.15,-inf,2,False
QOPNX,Invesco Fundamental Alternatives Fund;R,Multistrategy,1.21,-inf,1.93,3.2,1.52,2.66,-inf,2,False
QOPYX,Invesco Fundamental Alternatives Fund;Y,Multistrategy,1.71,-inf,2.47,3.71,2.03,3.18,-inf,3,False
QGRCX,Invesco Global Allocation Fund;C,World Allocation,7.56,-inf,9.67,13.22,7.65,6.71,-inf,3,False
QGRNX,Invesco Global Allocation Fund;R,World Allocation,8.05,-inf,10.25,13.79,8.19,7.23,-inf,3,False
OPSIX,Invesco Global Strategic Income Fund;A,,-inf,-inf,-3.03,3.4,2.26,3.06,-inf,-1,False
OSICX,Invesco Global Strategic Income Fund;C,,-inf,-inf,-3.79,2.52,1.48,2.26,-inf,-1,False
OSINX,Invesco Global Strategic Income Fund;R,,-inf,-inf,-3.54,3.06,1.99,2.74,-inf,-1,False
OSIYX,Invesco Global Strategic Income Fund;Y,,-inf,-inf,-3.07,3.17,2.44,3.28,-inf,-1,False
AACFX,Invesco Greater China Fund;A,,-inf,-inf,-22.04,5.51,6.49,6.25,-inf,-1,False
CACFX,Invesco Greater China Fund;C,,-inf,-inf,-22.62,4.73,5.69,5.46,-inf,-1,False
IACFX,Invesco Greater China Fund;R5,,-inf,-inf,-21.82,5.89,6.89,6.71,-inf,-1,False
AMCYX,Invesco Greater China Fund;Y,,-inf,-inf,-21.88,5.76,6.74,6.51,-inf,-1,False
GGHCX,Invesco Health Care Fund;A,Health,4.73,-inf,10.2,19.84,13.83,13.82,-inf,2,False
GTHCX,Invesco Health Care Fund;C,Health,4.0,-inf,9.41,18.94,12.98,12.97,-inf,2,False
GGHYX,Invesco Health Care Fund;Y,Health,4.96,-inf,10.45,20.13,14.11,14.1,-inf,3,False
GTHIX,Invesco Health Care Fund;Investor,Health,4.71,-inf,10.2,19.83,13.83,13.81,-inf,2,False
OIBAX,Invesco International Bond Fund;A,,-inf,-inf,-10.66,2.01,2.02,1.83,-inf,-1,False
OIBCX,Invesco International Bond Fund;C,,-inf,-inf,-11.38,1.24,1.25,1.08,-inf,-1,False
OIBNX,Invesco International Bond Fund;R,,-inf,-inf,-10.75,1.81,1.76,1.56,-inf,-1,False
OIBYX,Invesco International Bond Fund;Y,,-inf,-inf,-10.42,2.26,2.27,2.09,-inf,-1,False
PIAFX,Invesco Multi-Asset Income Fund;A,Allocation--30% to 50% Equity,4.19,-inf,5.59,5.31,4.11,5.25,-inf,1,False
PICFX,Invesco Multi-Asset Income Fund;C,Allocation--30% to 50% Equity,3.47,-inf,4.79,4.52,3.32,4.47,-inf,1,False
PIRFX,Invesco Multi-Asset Income Fund;R,Allocation--30% to 50% Equity,3.84,-inf,5.31,5.08,3.86,5.0,-inf,1,False
IPNFX,Invesco Multi-Asset Income Fund;R5,Allocation--30% to 50% Equity,4.43,-inf,5.85,5.54,4.35,5.51,-inf,1,False
PIYFX,Invesco Multi-Asset Income Fund;Y,Allocation--30% to 50% Equity,4.31,-inf,5.84,5.6,4.37,5.52,-inf,1,False
MLPAX,Invesco SteelPath MLP Alpha Fund;A,,-inf,-inf,31.19,2.02,-3.8,-0.35,-inf,-1,False
MLPGX,Invesco SteelPath MLP Alpha Fund;C,,-inf,-inf,30.34,1.34,-4.48,-1.09,-inf,-1,False
MLPOX,Invesco SteelPath MLP Alpha Fund;Y,,-inf,-inf,31.65,2.33,-3.56,-0.11,-inf,-1,False
MLPLX,Invesco SteelPath MLP Alpha Plus Fund;A,,-inf,-inf,43.16,-1.2,-7.58,N/A,-inf,-1,True
MLPMX,Invesco SteelPath MLP Alpha Plus Fund;C,,-inf,-inf,42.28,-1.96,-8.27,N/A,-inf,-1,True
MLPNX,Invesco SteelPath MLP Alpha Plus Fund;Y,,-inf,-inf,43.9,-0.96,-7.34,N/A,-inf,-1,True
MLPDX,Invesco SteelPath MLP Income Fund;A,,-inf,-inf,34.74,8.26,-0.05,0.81,-inf,-1,False
MLPRX,Invesco SteelPath MLP Income Fund;C,,-inf,-inf,33.53,7.42,-0.78,0.07,-inf,-1,False
MLPZX,Invesco SteelPath MLP Income Fund;Y,Energy Limited Partnership,41.19,-inf,34.88,8.48,0.16,1.04,-inf,2,False
MLPFX,Invesco SteelPath MLP Select 40 Fund;A,,-inf,-inf,30.89,3.57,-1.42,1.18,-inf,-1,False
MLPEX,Invesco SteelPath MLP Select 40 Fund;C,,-inf,-inf,30.03,2.83,-2.13,0.45,-inf,-1,False
MLPTX,Invesco SteelPath MLP Select 40 Fund;Y,,-inf,-inf,31.39,3.86,-1.15,1.45,-inf,-1,False
AUBAX,Invesco World Bond Factor Fund;A,,-inf,-inf,-4.04,5.45,3.92,2.0,-inf,-1,False
AUBCX,Invesco World Bond Factor Fund;C,,-inf,-inf,-4.77,4.62,3.13,1.23,-inf,-1,False
AUBIX,Invesco World Bond Factor Fund;R5,,-inf,-inf,-3.75,5.55,4.06,2.19,-inf,-1,False
AUBYX,Invesco World Bond Factor Fund;Y,,-inf,-inf,-3.8,5.68,4.18,2.25,-inf,-1,False
ACCEX,Invesco Corporate Bond Fund;C,,-inf,-inf,-0.18,8.15,5.16,4.75,-inf,-1,False
AGREX,Invesco Global Real Estate Fund;A,Global Real Estate,18.38,-inf,24.14,9.03,6.78,7.48,-inf,2,False
CGREX,Invesco Global Real Estate Fund;C,Global Real Estate,17.5,-inf,23.27,8.24,5.98,6.67,-inf,2,False
RGREX,Invesco Global Real Estate Fund;R,Global Real Estate,18.06,-inf,23.82,8.75,6.49,7.2,-inf,2,False
ARGYX,Invesco Global Real Estate Fund;Y,Global Real Estate,18.62,-inf,24.47,9.32,7.04,7.74,-inf,2,False
IGREX,Invesco Global Real Estate Fund;R5,Global Real Estate,18.81,-inf,24.63,9.43,7.15,7.96,-inf,2,False
Ticker,Name,Category,YTD,4W,1Y,3Y,5Y,10Y,Yield,Rating,Neg. Yr
AGREX,Invesco Global Real Estate Fund;A,Global Real Estate,20.46,-inf,24.14,9.03,6.78,7.48,-inf,2,False
CGREX,Invesco Global Real Estate Fund;C,Global Real Estate,19.62,-inf,23.27,8.24,5.98,6.67,-inf,2,False
RGREX,Invesco Global Real Estate Fund;R,Global Real Estate,20.15,-inf,23.82,8.75,6.49,7.2,-inf,2,False
ARGYX,Invesco Global Real Estate Fund;Y,Global Real Estate,20.78,-inf,24.47,9.32,7.04,7.74,-inf,2,False
IGREX,Invesco Global Real Estate Fund;R5,Global Real Estate,20.91,-inf,24.63,9.43,7.15,7.96,-inf,2,False
Ticker,Name,Category,YTD,4W,1Y,3Y,5Y,10Y,Yield,Rating,Neg. Yr
AGREX,Invesco Global Real Estate Fund;A,Global Real Estate,20.46,-inf,24.14,9.03,6.78,7.48,-inf,2,False
CGREX,Invesco Global Real Estate Fund;C,Global Real Estate,19.62,-inf,23.27,8.24,5.98,6.67,-inf,2,False
RGREX,Invesco Global Real Estate Fund;R,Global Real Estate,20.15,-inf,23.82,8.75,6.49,7.2,-inf,2,False
ARGYX,Invesco Global Real Estate Fund;Y,Global Real Estate,20.78,-inf,24.47,9.32,7.04,7.74,-inf,2,False
IGREX,Invesco Global Real Estate Fund;R5,Global Real Estate,20.91,-inf,24.63,9.43,7.15,7.96,-inf,2,False
Ticker,Name,Category,YTD,4W,1Y,3Y,5Y,10Y,Yield,Rating,Neg. Yr
Ticker,Name,Category,YTD,4W,1Y,3Y,5Y,10Y,Yield,Rating,Neg. Yr
AGREX,Invesco Global Real Estate Fund;A,Global Real Estate,20.46,-inf,24.66,9.32,7.01,7.44,-inf,2,False
CGREX,Invesco Global Real Estate Fund;C,Global Real Estate,19.62,-inf,23.56,8.5,6.19,6.63,-inf,2,False
RGREX,Invesco Global Real Estate Fund;R,Global Real Estate,20.15,-inf,24.34,9.04,6.72,7.16,-inf,2,False
ARGYX,Invesco Global Real Estate Fund;Y,Global Real Estate,20.78,-inf,24.47,9.32,7.04,7.74,-inf,2,False
IGREX,Invesco Global Real Estate Fund;R5,Global Real Estate,20.91,-inf,25.03,9.71,7.38,7.92,-inf,2,False
Ticker,Name,Category,YTD,4W,1Y,3Y,5Y,10Y,Yield,Rating,Neg. Yr
Ticker,Name,Category,YTD,4W,1Y,3Y,5Y,10Y,Yield,Rating,Neg. Yr
AGREX,Invesco Global Real Estate Fund;A,Global Real Estate,20.46,-inf,24.66,9.32,7.01,7.44,-inf,2,False
CGREX,Invesco Global Real Estate Fund;C,Global Real Estate,19.62,-inf,23.56,8.5,6.19,6.63,-inf,2,False
RGREX,Invesco Global Real Estate Fund;R,Global Real Estate,20.15,-inf,24.34,9.04,6.72,7.16,-inf,2,False
ARGYX,Invesco Global Real Estate Fund;Y,Global Real Estate,20.78,-inf,24.89,9.58,7.25,7.7,-inf,2,False
IGREX,Invesco Global Real Estate Fund;R5,Global Real Estate,18.81,-inf,25.03,9.71,7.38,7.92,-inf,2,False
AHIYX,Invesco High Yield Fund;R5,High Yield Bond,2.78,-inf,4.77,7.05,4.83,5.89,-inf,3,False
AMHYX,Invesco High Yield Fund;A,High Yield Bond,2.49,-inf,4.45,6.74,4.52,5.57,-inf,2,False
AHYCX,Invesco High Yield Fund;C,High Yield Bond,1.78,-inf,3.67,5.95,3.79,4.78,-inf,1,False
AHHYX,Invesco High Yield Fund;Y,High Yield Bond,2.73,-inf,4.71,7.01,4.78,5.86,-inf,3,False
HYINX,Invesco High Yield Fund;Investor,High Yield Bond,2.49,-inf,4.19,6.66,4.48,5.57,-inf,2,False
AGOVX,Invesco Income Fund;A,Nontraditional Bond,3.79,-inf,4.03,2.3,1.09,1.01,-inf,1,False
AGVCX,Invesco Income Fund;C,Nontraditional Bond,2.94,-inf,3.12,1.53,0.33,0.26,-inf,1,False
AGVRX,Invesco Income Fund;R,Nontraditional Bond,3.46,-inf,3.82,2.06,0.85,0.76,-inf,1,False
AGOIX,Invesco Income Fund;R5,Nontraditional Bond,4.12,-inf,4.52,2.65,1.45,1.38,-inf,1,False
AGVYX,Invesco Income Fund;Y,Nontraditional Bond,3.9,-inf,4.16,2.52,1.34,1.26,-inf,1,False
AGIVX,Invesco Income Fund;Investor,Nontraditional Bond,3.86,-inf,3.97,2.32,1.14,1.04,-inf,1,False
OFIAX,Invesco Intermediate Bond Factor Fund;A,,-inf,-inf,-1.0,5.74,3.86,4.31,-inf,-1,False
OFICX,Invesco Intermediate Bond Factor Fund;C,,-inf,-inf,-1.74,4.85,3.04,3.51,-inf,-1,False
OFINX,Invesco Intermediate Bond Factor Fund;R,,-inf,-inf,-1.24,5.36,3.55,4.01,-inf,-1,False
OFIYX,Invesco Intermediate Bond Factor Fund;Y,,-inf,-inf,-0.74,6.05,4.18,4.56,-inf,-1,False
IARAX,Invesco Real Estate Fund;A,Real Estate,29.81,-inf,38.89,15.85,10.06,10.04,-inf,3,False
IARCX,Invesco Real Estate Fund;C,Real Estate,28.87,-inf,37.79,14.97,9.23,9.22,-inf,2,False
IARRX,Invesco Real Estate Fund;R,Real Estate,29.44,-inf,38.52,15.56,9.78,9.77,-inf,3,False
IARIX,Invesco Real Estate Fund;R5,Real Estate,30.19,-inf,39.38,16.3,10.48,10.46,-inf,3,False
IARYX,Invesco Real Estate Fund;Y,Real Estate,30.13,-inf,38.5,15.72,10.05,10.34,-inf,3,False
REINX,Invesco Real Estate Fund;Investor,Real Estate,29.81,-inf,38.85,15.89,10.11,10.06,-inf,3,False
LMTAX,Invesco Short Duration Inflation Protected Fund;A,Inflation-Protected Bond,4.34,-inf,4.75,4.82,2.91,1.62,-inf,1,False
SHTIX,Invesco Short Duration Inflation Protected Fund;A2,Inflation-Protected Bond,4.42,-inf,4.86,4.93,3.02,1.69,-inf,2,False
ALMIX,Invesco Short Duration Inflation Protected Fund;R5,Inflation-Protected Bond,4.54,-inf,5.01,5.1,3.17,1.8,-inf,2,False
LMTYX,Invesco Short Duration Inflation Protected Fund;Y,Inflation-Protected Bond,4.63,-inf,4.82,5.02,3.15,1.77,-inf,2,False
STBAX,Invesco Short Term Bond Fund;A,,-inf,-inf,-0.16,2.74,2.12,2.04,-inf,-1,False
STBCX,Invesco Short Term Bond Fund;C,,-inf,-inf,-0.49,2.38,1.76,1.69,-inf,-1,False
STBRX,Invesco Short Term Bond Fund;R,,-inf,-inf,-0.5,2.43,1.79,1.69,-inf,-1,False
STBYX,Invesco Short Term Bond Fund;Y,,-inf,-inf,-0.01,2.9,2.28,2.19,-inf,-1,False
MSAVX,Invesco American Value Fund;A,Mid-Cap Value,21.56,-inf,26.87,17.68,8.3,10.53,-inf,2,False
MSVCX,Invesco American Value Fund;C,Mid-Cap Value,20.78,-inf,25.95,16.81,7.52,9.72,-inf,1,False
MSARX,Invesco American Value Fund;R,Mid-Cap Value,21.31,-inf,26.54,17.39,8.03,10.25,-inf,2,False
MSAJX,Invesco American Value Fund;R5,Mid-Cap Value,21.96,-inf,25.43,17.71,8.37,10.93,-inf,2,False
MSAIX,Invesco American Value Fund;Y,Mid-Cap Value,21.87,-inf,27.18,17.96,8.56,10.8,-inf,2,False
ACSTX,Invesco Comstock Fund;A,Large Value,27.26,-inf,34.13,18.76,10.68,12.58,-inf,2,False
ACSYX,Invesco Comstock Fund;C,Large Value,26.42,-inf,33.15,17.9,9.87,11.75,-inf,2,False
ACSRX,Invesco Comstock Fund;R,Large Value,27.03,-inf,33.78,18.47,10.41,12.29,-inf,2,False
ACSHX,Invesco Comstock Fund;R5,Large Value,27.63,-inf,34.53,19.13,11.03,12.95,-inf,3,False
ACSDX,Invesco Comstock Fund;Y,Large Value,27.59,-inf,34.47,19.05,10.96,12.86,-inf,3,False
CGRWX,Invesco Comstock Select Fund;A,Large Value,24.59,-inf,31.12,18.86,10.51,11.44,-inf,2,False
CGRCX,Invesco Comstock Select Fund;C,Large Value,23.73,-inf,30.11,17.96,9.68,10.6,-inf,2,False
CGRNX,Invesco Comstock Select Fund;R,Large Value,24.3,-inf,30.73,18.55,10.23,11.15,-inf,2,False
CGRYX,Invesco Comstock Select Fund;Y,Large Value,24.89,-inf,31.41,19.14,10.78,11.73,-inf,2,False
IAUTX,Invesco Dividend Income Fund;A,Large Value,12.88,-inf,18.27,11.74,6.84,9.4,-inf,2,False
IUTCX,Invesco Dividend Income Fund;C,Large Value,12.04,-inf,17.38,10.88,6.03,8.58,-inf,2,False
FSIUX,Invesco Dividend Income Fund;R5,Large Value,13.16,-inf,18.65,12.07,7.15,9.73,-inf,2,False
IAUYX,Invesco Dividend Income Fund;Y,Large Value,13.09,-inf,18.55,12.0,7.1,9.67,-inf,2,False
FSTUX,Invesco Dividend Income Fund;Investor,Large Value,12.86,-inf,18.29,11.73,6.83,9.39,-inf,2,False
IENAX,Invesco Energy Fund;A,,-inf,-inf,57.84,3.9,-6.17,-4.3,-inf,-1,False
IEFCX,Invesco Energy Fund;C,,-inf,-inf,56.68,3.15,-6.87,-5.01,-inf,-1,False
IENIX,Invesco Energy Fund;R5,,-inf,-inf,58.52,4.42,-5.72,-3.89,-inf,-1,False
IENYX,Invesco Energy Fund;Y,,-inf,-inf,58.12,4.14,-5.94,-4.06,-inf,-1,False
FSTEX,Invesco Energy Fund;Investor,,-inf,-inf,57.75,3.89,-6.18,-4.3,-inf,-1,False
OPGSX,Invesco Gold & Special Minerals Fund;A,,-inf,-inf,-3.14,25.32,15.97,-1.39,-inf,-1,False
OGMCX,Invesco Gold & Special Minerals Fund;C,,-inf,-inf,-3.88,24.35,15.08,-2.14,-inf,-1,False
OGMNX,Invesco Gold & Special Minerals Fund;R,,-inf,-inf,-3.42,24.98,15.66,-1.65,-inf,-1,False
OGMYX,Invesco Gold & Special Minerals Fund;Y,,-inf,-inf,-2.92,25.6,16.25,-1.18,-inf,-1,False
VSCAX,Invesco Small Cap Value Fund;A,Small Value,30.57,-inf,37.12,26.14,11.23,13.39,-inf,2,False
VSMCX,Invesco Small Cap Value Fund;C,Small Value,29.62,-inf,36.1,25.27,10.43,12.56,-inf,2,False
VSMIX,Invesco Small Cap Value Fund;Y,Small Value,30.81,-inf,37.41,26.46,11.5,13.67,-inf,2,False
ITYAX,Invesco Technology Fund;A,Technology,15.34,-inf,13.93,33.59,24.4,17.09,-inf,3,False
ITHCX,Invesco Technology Fund;C,Technology,14.6,-inf,13.15,32.6,23.48,16.21,-inf,2,False
FTPIX,Invesco Technology Fund;R5,Technology,15.67,-inf,14.27,34.05,24.87,17.64,-inf,3,False
ITYYX,Invesco Technology Fund;Y,Technology,15.63,-inf,14.2,33.91,24.71,17.38,-inf,3,False
FTCHX,Invesco Technology Fund;Investor,Technology,15.5,-inf,14.09,33.73,24.53,17.19,-inf,2,False
VVOAX,Invesco Value Opportunities Fund;A,Mid-Cap Value,28.94,-inf,36.77,23.26,10.96,11.61,-inf,2,False
VVOCX,Invesco Value Opportunities Fund;C,Mid-Cap Value,27.99,-inf,35.73,22.4,10.18,10.82,-inf,2,False
VVORX,Invesco Value Opportunities Fund;R,Mid-Cap Value,28.51,-inf,36.38,22.94,10.69,11.33,-inf,3,False
VVONX,Invesco Value Opportunities Fund;R5,Mid-Cap Value,29.21,-inf,37.19,23.77,11.41,12.08,-inf,2,False
VVOIX,Invesco Value Opportunities Fund;Y,Mid-Cap Value,29.19,-inf,37.11,23.57,11.24,11.89,-inf,2,False
ACTFX,Invesco High Yield Municipal Fund;C,High Yield Muni,5.46,-inf,5.61,5.61,5.17,5.31,-inf,3,False
VKLCX,Invesco Intermediate Term Municipal Income Fund;C,Muni National Interm,1.85,-inf,1.96,3.61,3.1,2.61,-inf,2,False
VMICX,Invesco Municipal Income Fund;C,Muni National Long,2.74,-inf,2.85,4.77,3.91,3.51,-inf,2,False
IPPXX,Invesco Premier Portfolio;Institutional,,-inf,-inf,0.0,0.97,1.17,0.65,-inf,-1,False
IMRXX,Invesco Premier Portfolio;Investor,,-inf,-inf,0.0,0.98,1.17,0.65,-inf,-1,False
ATFV,Alger 35 ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
FRTY,Alger Mid Cap 40 ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
SPEGX,Alger Responsible Investing Fund;A,Large Growth,22.11,-inf,23.66,32.82,22.54,16.85,-inf,3,False
AGFCX,Alger Responsible Investing Fund;C,Large Growth,21.3,-inf,22.8,31.83,21.58,15.92,-inf,3,False
AGIFX,Alger Responsible Investing Fund;I,Large Growth,22.18,-inf,23.64,32.84,22.53,16.85,-inf,3,False
SPECX,Alger Spectra Fund;A,Large Growth,13.3,-inf,11.98,30.65,22.12,18.13,-inf,3,False
ASPCX,Alger Spectra Fund;C,Large Growth,12.5,-inf,11.13,29.67,21.2,17.23,-inf,3,False
ASPIX,Alger Spectra Fund;I,Large Growth,13.32,-inf,11.99,30.66,22.14,18.15,-inf,3,False
ALCCX,Alger Capital Appreciation Fund;C,Large Growth,16.51,-inf,16.63,31.43,22.25,17.69,-inf,3,False
ALBAX,Alger Growth & Income Fund;A,Large Blend,25.12,-inf,31.34,25.57,16.89,14.88,-inf,3,False
ALBCX,Alger Growth & Income Fund;C,Large Blend,24.27,-inf,30.36,24.63,16.01,14.01,-inf,3,False
AHSCX,Alger Health Sciences Fund;C,,-inf,-inf,-0.71,19.3,18.25,15.01,-inf,-1,False
ALGAX,Alger International Focus Fund;A,Foreign Large Growth,7.17,-inf,11.31,26.21,14.32,9.33,-inf,3,False
AFGPX,Alger International Focus Fund;B,Foreign Large Growth,7.26,-inf,11.41,26.29,14.03,8.81,-inf,3,False
ALGCX,Alger International Focus Fund;C,Foreign Large Growth,6.47,-inf,10.49,25.24,13.41,8.48,-inf,3,False
ALCZX,Alger International Focus Fund;Z,Foreign Large Growth,7.47,-inf,11.71,26.78,14.81,9.81,-inf,3,False
ALOAX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
ALOCX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
AOFAX,Alger Small Cap Focus Fund;A,,-inf,-inf,-16.71,21.06,19.29,15.47,-inf,-1,False
AOFCX,Alger Small Cap Focus Fund;C,,-inf,-inf,-17.31,20.17,18.41,14.66,-inf,-1,False
AOFIX,Alger Small Cap Focus Fund;I,,-inf,-inf,-16.63,21.13,19.32,15.6,-inf,-1,False
AGOZX,Alger Small Cap Focus Fund;Z,,-inf,-inf,-16.39,21.51,19.7,15.93,-inf,-1,False
ALSAX,Alger Small Cap Growth Fund;A,,-inf,-inf,-6.29,29.66,21.56,14.94,-inf,-1,False
ALSCX,Alger Small Cap Growth Fund;B,,-inf,-inf,-6.29,29.49,21.08,14.29,-inf,-1,False
AGSCX,Alger Small Cap Growth Fund;C,,-inf,-inf,-7.01,28.59,20.58,14.02,-inf,-1,False
ASCZX,Alger Small Cap Growth Fund;Z,,-inf,-inf,-5.98,30.11,21.96,15.35,-inf,-1,False
ALMCX,Alger Weatherbie Specialized Gro Fund;C,Mid-Cap Growth,5.12,-inf,0.96,33.52,23.41,16.02,-inf,3,False
CHUSX,Alger Global Focus Fund;A,nan,14.36,-inf,14.39,26.04,14.56,11.26,-inf,2,False
CHUCX,Alger Global Focus Fund;C,nan,13.53,-inf,13.52,25.11,13.71,10.43,-inf,2,False
ACARX,Alger Capital Appreciation Institutional Fund;R,Large Growth,17.11,-inf,17.28,31.83,22.59,18.07,-inf,3,False
ALSRX,Alger Small Cap Growth Institutional Fund;I,,-inf,-inf,-7.33,29.74,21.24,15.06,-inf,-1,False
ASIRX,Alger Small Cap Growth Institutional Fund;R,,-inf,-inf,-7.8,29.1,20.67,14.5,-inf,-1,False
AWF,AllianceBernstein Global High Income Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
AFB,AllianceBernstein National Municipal Income Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
IMANX,Allied Asset Advisors Iman Fund,Large Growth,13.09,-inf,11.24,24.84,17.28,15.07,-inf,2,False
ESADX,Allspring Adjustable Rate Govt Fd;Adm,Ultrashort Bond,0.68,-inf,0.56,1.63,1.34,1.03,-inf,3,False
ESAAX,Allspring Adjustable Rate Govt Fd;A,Ultrashort Bond,0.44,-inf,0.43,1.49,1.2,0.89,-inf,2,False
ESACX,Allspring Adjustable Rate Govt Fd;C,Ultrashort Bond,0.23,-inf,0.09,0.84,0.51,0.16,-inf,1,False
EKIZX,Allspring Adjustable Rate Govt Fd;Inst,Ultrashort Bond,0.69,-inf,0.71,1.77,1.48,1.17,-inf,3,False
EAIFX,Allspring Asset Allocation Fund;Administrator,Allocation--50% to 70% Equity,10.94,-inf,13.93,16.69,10.08,7.22,-inf,3,False
EAAFX,Allspring Asset Allocation Fund;A,Allocation--50% to 70% Equity,10.78,-inf,13.72,16.2,9.72,6.94,-inf,2,False
EACFX,Allspring Asset Allocation Fund;C,Allocation--50% to 70% Equity,10.1,-inf,12.87,15.57,9.03,6.2,-inf,2,False
